 ,Tidak bisa diubah,,,,,Informasi SKU,,,,
Error Message,Product ID,Nama Produk,URL,Total Stok,Stok Campaign,Stok Utama*,SKU Name,Status*,Harga (Rp)*,
Abaikan kolom ini. Kolom akan menampilkan pesan jika ada kesalahan setelah kamu melakukan upload produk.,"Abaikan kolom ini. Jangan ubah ID Produkmu. 

Jika kamu ubah dan masukkan ID produk lain yang benar, ID produk akan berubah. Namun, jika kamu ubah dan masukkan ID produk yang salah, informasi akan diabaikan.",Jangan ubah Nama Produk. Setiap ada perubahan yang kamu buat pada nama produk akan diabaikan.,URL tidak dapat diubah. Perubahan di URL akan diabaikan.,Total Stock tidak dapat diubah. Perubahan di Total Stock akan diabaikan,Stok campaign tidak bisa diubah. Pelajari stok campaign selengkapnya di https://seller.tokopedia.com/edu/cara-atur-diskon-potongan-harga-os/,"Isi jumlah stok yang tersedia dalam format angka tanpa menggunakan koma dan titik. Stok akan berkurang ketika pembayaran dari pembeli telah diverifikasi. Jumlah stok tidak ditampilkan kepada pembeli. Jika kolom tidak diisi atau mengandung sesuatu di luar angka 1 hingga 999999, maka otomatis 1.","(Opsional) Masukkan SKU maks. 50 karakter.
 
SKU bisa diubah jika produk ini belum terjual.","Pilih status produk: Aktif atau Nonaktif

Jika kolom tidak diisi atau mengandung sesuatu di luar aktif atau nonaktif maka otomatis aktif.",Masukkan harga produk. Harga dalam rupiah tanpa menggunakan koma dan titik. Harga harus antara 100 - 10000000000000000,
,329120988,GEARSET GEAR SET CS1 CHOHO,https://tokopedia.com/bunshopz/gearset-gear-set-cs1-choho,130,0,130,,Aktif,142900,3543fa11bbb4164f4cb7
,329120201,GEARSET GEAR SET JUPITER CRIPTON CRYPTON CHOHO,https://tokopedia.com/bunshopz/gearset-gear-set-jupiter-cripton-crypton-choho,30,0,30,,Aktif,112900,d2d2167ce092b7fc8b5a
,329124222,GEARSET GEAR SET JUPITER MX,https://tokopedia.com/bunshopz/gearset-gear-set-jupiter-mx,15,0,15,,Aktif,127900,a9b1872aac6562f3466e
,329123704,GEARSET GEAR SET JUPITER MX 2010,https://tokopedia.com/bunshopz/gearset-gear-set-jupiter-mx-2010,15,0,15,,Aktif,127900,5889b758b3f6b6dc4f70
,329831033,GEARSET GEAR SET JUPITER MX ORI YGP,https://tokopedia.com/bunshopz/gearset-gear-set-jupiter-mx-ori-ygp,15,0,15,,Aktif,147900,855e993f63021d829936
,329124673,GEARSET GEAR SET JUPITER Z1 Z 1 CHOHO,https://tokopedia.com/bunshopz/gearset-gear-set-jupiter-z1-z-1-choho,15,0,15,,Aktif,123900,bb21098265e3088c9dd5
,329125794,GEARSET GEAR SET KARISMA CHOHO,https://tokopedia.com/bunshopz/gearset-gear-set-karisma-choho,15,0,15,,Aktif,117900,bd07ad17cc9085c577aa
,329147442,GEARSET GEAR SET KAZE CHOHO,https://tokopedia.com/bunshopz/gearset-gear-set-kaze-choho,15,0,15,,Aktif,123900,34c272a54c1078dc9a47
,329154287,GEARSET GEAR SET NINJA R CHOHO,https://tokopedia.com/bunshopz/gearset-gear-set-ninja-r-choho,0,0,15,,Aktif,143900,3a65ff0b3a3c8feca1ca
,329159978,GEARSET GEAR SET NINJA RR CHOHO,https://tokopedia.com/bunshopz/gearset-gear-set-ninja-rr-choho-1,15,0,15,,Aktif,223900,5f37010291fb9dc808f9
,329159887,GEARSET GEAR SET NINJA RR CHOHO,https://tokopedia.com/bunshopz/gearset-gear-set-ninja-rr-choho,15,0,15,,Aktif,223900,0a2bcf7bd4f4b1a38735
,329827934,GEARSET GEAR SET SATRIA CHOHO,https://tokopedia.com/bunshopz/gearset-gear-set-satria-choho,15,0,15,,Aktif,143900,e4b414bc03c8c53a9ad6
,329828268,GEARSET GEAR SET SATRIA F150 CHOHO,https://tokopedia.com/bunshopz/gearset-gear-set-satria-f150-choho,15,0,15,,Aktif,147900,5dc963e28d07c21d83a8
,329828571,GEARSET GEAR SET SCORPIO Z CHOHO,https://tokopedia.com/bunshopz/gearset-gear-set-scorpio-z-choho,11,0,11,,Aktif,163900,cb2806a19fe03388324f
,329828961,GEARSET GEAR SET SHOGUN CHOHO,https://tokopedia.com/bunshopz/gearset-gear-set-shogun-choho,0,0,14,,Aktif,113900,d916145497c70c827c48
,329829227,GEARSET GEAR SET SUPRA CHOHO,https://tokopedia.com/bunshopz/gearset-gear-set-supra-choho,15,0,15,,Aktif,117900,4162ec467dacca604ec5
,329829731,GEARSET GEAR SET THUNDER 125 CHOHO,https://tokopedia.com/bunshopz/gearset-gear-set-thunder-125-choho,15,0,15,,Aktif,157900,c29751da9abc50c9ea4c
,329830282,GEARSET GEAR SET VEGA R NEW CHOHO,https://tokopedia.com/bunshopz/gearset-gear-set-vega-r-new-choho,15,0,15,,Aktif,113900,62154222e6fc19724f21
,329830667,GEARSET GEAR SET VEGA ZR ORI YGP,https://tokopedia.com/bunshopz/gearset-gear-set-vega-zr-ori-ygp,15,0,15,,Aktif,153900,6ad1619968bcb2c0eb1a
,329831645,GEARSET GEAR SET VIXION CHOHO,https://tokopedia.com/bunshopz/gearset-gear-set-vixion-choho,13,0,13,,Aktif,143900,b503cf8655a976406b7f
,329832003,GEARSET GEAR SET VIXION NEW CHOHO,https://tokopedia.com/bunshopz/gearset-gear-set-vixion-new-choho,14,0,14,,Aktif,143900,bd9fc59c77297f709f81
,572687397,GUARDER ENHANCED LOADING NOZZLE VALVE SET G17 G19 G34 G SERIES TM KJW,https://tokopedia.com/bunshopz/guarder-enhanced-loading-nozzle-valve-set-g17-g19-g34-g-series-tm-kjw,1,0,1,,Nonaktif,435000,c76754eaff88f2469cb8
,513223261,GUARDER LIGHT WEIGHT NOZZLE HOUSING G17 G 17 22 34 TM KJW WE,https://tokopedia.com/bunshopz/guarder-light-weight-nozzle-housing-g17-g-17-22-34-tm-kjw-we,2,0,2,,Aktif,325000,d53724fc9af411c87bd3
,572638930,GUARDER STEEL NO. TAG SET STEEL G17 MARUI,https://tokopedia.com/bunshopz/guarder-steel-no-tag-set-steel-g17-marui,1,0,1,,Nonaktif,185000,f31267ae1e91d74a8d28
,671518347,GUARDER STEEL RAIL MOUNT TM G 17 G17,https://tokopedia.com/bunshopz/guarder-steel-rail-mount-tm-g-17-g17,1,0,1,,Aktif,750000,e96bf46decff0ee36767
,572685481,GUARDER TRIGGER RIDGED RED MARUI G17 G18C G19 G34 TM KJW WE,https://tokopedia.com/bunshopz/guarder-trigger-ridged-red-marui-g17-g18c-g19-g34-tm-kjw-we,2,0,2,,Aktif,230000,1c957ba81511f2e993f7
,572680948,GUNSMODIFY GM REINFORCED TRIGGER BAR GOLD MARUI G17 G34 TM KJW WE,https://tokopedia.com/bunshopz/gunsmodify-gm-reinforced-trigger-bar-gold-marui-g17-g34-tm-kjw-we,0,0,0,,Nonaktif,350000,4044910c2b3ce918f46e
,531110978,GUNSMODIFY RECOIL ROD 125% G17 22 34 MARUI TM KJW WE,https://tokopedia.com/bunshopz/gunsmodify-recoil-rod-125-g17-22-34-marui-tm-kjw-we,1,0,1,,Nonaktif,250000,6a682d6f4e640798d23a
,515097134,GUNSMODIFY SAI ALUMINIUM CNC TRIGGER G17 G 17 19 34 TM KJW WE,https://tokopedia.com/bunshopz/gunsmodify-sai-aluminium-cnc-trigger-g17-g-17-19-34-tm-kjw-we,0,0,0,,Nonaktif,535000,77c554c655d9af369bb3
,618889660,Guarder No Number Tag Blank G17 22 34 TM KJW WE,https://tokopedia.com/bunshopz/guarder-no-number-tag-blank-g17-22-34-tm-kjw-we,1,0,1,,Nonaktif,180000,706987fd6c938869182a
,618890732,Guarder Smooth Trigger Red TM Marui G18C 22 34 KJW,https://tokopedia.com/bunshopz/guarder-smooth-trigger-red-tm-marui-g18c-22-34-kjw,2,0,2,,Aktif,235000,0f5316550c0143fcea56
,483925249,Gunsmodify 150% RECOIL SPRING dan 180% HAMMER SPRING G 17 19 34 TM WE,https://tokopedia.com/bunshopz/gunsmodify-150-recoil-spring-dan-180-hammer-spring-g-17-19-34-tm-we,0,0,0,,Nonaktif,150000,bea616584fe00a1ad5e1
,566835391,HIGH BULLET OUTPUT VALVE NEO-R for TM Hi-Capa 1911 GBB,https://tokopedia.com/bunshopz/high-bullet-output-valve-neo-r-for-tm-hi-capa-1911-gbb,3,0,3,,Nonaktif,450000,f364c326077b69c74542
,566848232,HIGH FLOW VALVE OUTPUT AMG M9 M9F TM KJW WE,https://tokopedia.com/bunshopz/high-flow-valve-output-amg-m9-m9f-tm-kjw-we,3,0,3,,Nonaktif,395000,7bd214c5f0a816df2212
,1420866661,HOP UP AEG MAPLE LEAF 50 DEGREE HIJAU,https://tokopedia.com/bunshopz/hop-up-aeg-maple-leaf-50-degree-hijau,2,0,2,,Aktif,195000,6bd00bf0a6820d00b584
,1420865803,HOP UP AEG MAPLE LEAF 60 DEGREE KUNING,https://tokopedia.com/bunshopz/hop-up-aeg-maple-leaf-60-degree-kuning,5,0,5,,Aktif,195000,cb8a16ba8034645f4b73
,515102369,HOP UP CHAMBER SET MAPLE LEAF G SERIES G17 G 17 18C 19 34 MARUI KJW WE,https://tokopedia.com/bunshopz/hop-up-chamber-set-maple-leaf-g-series-g17-g-17-18c-19-34-marui-kjw-we,1,0,1,,Aktif,420000,29984523d59caca5eadd
,1420863141,HOP UP MAPLE LEAF 60 DEGREE KUNING GBB HICAPA HI-CAPA G17 TM KJW WE,https://tokopedia.com/bunshopz/hop-up-maple-leaf-60-degree-kuning-gbb-hicapa-hi-capa-g17-tm-kjw-we,5,0,5,,Aktif,195000,3407acf7ed1e7b103739
,671673615,HOP UP WHEEL MAPLE LEAF TM G17 G 17 SERIES,https://tokopedia.com/bunshopz/hop-up-wheel-maple-leaf-tm-g17-g-17-series,0,0,0,,Nonaktif,150000,e1cc2d42704356e71809
,671508919,HOP UP WHEEL MAPLE LEAF TM WE KJW HI-CAPA HICAPA,https://tokopedia.com/bunshopz/hop-up-wheel-maple-leaf-tm-we-kjw-hi-capa-hicapa,1,0,1,,Nonaktif,145000,aaeb1192ae84d2a51e40
,566838607,INJECTION VALVE MAG TM KJW WE HICAPA G17 5mm,https://tokopedia.com/bunshopz/injection-valve-mag-tm-kjw-we-hicapa-g17-5mm,3,0,3,,Nonaktif,240000,a28cd5762e8c8c765dcb
,566842069,INNER BARREL INBAR MAPLE LEAF 11.3 HICAPA 5.1 G34 6.01,https://tokopedia.com/bunshopz/inner-barrel-inbar-maple-leaf-11-3-hicapa-5-1-g34-6-01,1,0,1,,Aktif,445000,2da133969b56b9a07495
,513774894,"INNER BARREL INBAR MAPLE LEAF 6.01 6"" INCH 138MM WITH DIAMOND HOP UP",https://tokopedia.com/bunshopz/inner-barrel-inbar-maple-leaf-6-01-6-inch-138mm-with-diamond-hop-up,1,0,1,,Nonaktif,495000,89518e29f3366c56c4cd
,498117268,INNER BARREL INBAR NINEBALL NINE BALL TIGHTBORE 6.00 600 HI-CAPA 5.1,https://tokopedia.com/bunshopz/inner-barrel-inbar-nineball-nine-ball-tightbore-6-00-600-hi-capa-5-1,1,0,1,,Nonaktif,495000,fa33c264b9b8de7098e7
,376691963,KAKI 4 EMPAT DAN LAWAN KAKI RUMAH KOPLING JUPITER MX TAHUN 2007,https://tokopedia.com/bunshopz/kaki-4-empat-dan-lawan-kaki-rumah-kopling-jupiter-mx-tahun-2007,29,0,29,,Aktif,57900,5575ef4651b7cb654ad3
,376691235,KAKI 4 EMPAT DAN LAWAN RUMAH KOPLING CLUTCH GL100 GL PRO YASUHO,https://tokopedia.com/bunshopz/kaki-4-empat-dan-lawan-rumah-kopling-clutch-gl100-gl-pro-yasuho,29,0,29,,Aktif,47900,b473a25f1e72bf7ded35
,376689528,KAKI 4 EMPAT DAN LAWAN RUMAH KOPLING KLX 150 YASUHO,https://tokopedia.com/bunshopz/kaki-4-empat-dan-lawan-rumah-kopling-klx-150-yasuho,40,0,40,,Aktif,63900,295191788ade204333a1
,376692886,KAKI 4 EMPAT DAN LAWAN RUMAH KOPLING RXK RX KING ORISINIL YAMAHA YGP,https://tokopedia.com/bunshopz/kaki-4-empat-dan-lawan-rumah-kopling-rxk-rx-king-orisinil-yamaha-ygp,30,0,30,,Aktif,157900,facdc5997014795cdd5b
,376692607,KAKI 4 EMPAT DAN LAWAN RUMAH KOPLING RXK RX KING TOKAIDO,https://tokopedia.com/bunshopz/kaki-4-empat-dan-lawan-rumah-kopling-rxk-rx-king-tokaido,40,0,40,,Aktif,47900,53defe886034cf30673f
,376693227,KAKI 4 EMPAT DAN LAWAN RUMAH KOPLING SATRIA FU KARBU F150 FI YASUHO,https://tokopedia.com/bunshopz/kaki-4-empat-dan-lawan-rumah-kopling-satria-fu-karbu-f150-fi-yasuho,30,0,30,,Nonaktif,47900,e4d26769e34cd44ce59c
,376690914,KAKI 4 EMPAT DAN LAWAN RUMAH KOPLING SHOGUN 125 YASUHO,https://tokopedia.com/bunshopz/kaki-4-empat-dan-lawan-rumah-kopling-shogun-125-yasuho,37,0,37,,Aktif,57900,1d6e9666dbbbe9412473
,376694374,KAKI 4 EMPAT DAN LAWAN RUMAH KOPLING SUPRA GRAND YASUHO,https://tokopedia.com/bunshopz/kaki-4-empat-dan-lawan-rumah-kopling-supra-grand-yasuho,40,0,40,,Aktif,53900,eba25f67c6fccdd6bb13
,376694052,KAKI 4 EMPAT DAN LAWAN RUMAH KOPLING SUPRA TOKAIDO,https://tokopedia.com/bunshopz/kaki-4-empat-dan-lawan-rumah-kopling-supra-tokaido,40,0,40,,Aktif,47900,f10e084caa845e3d5319
,531105517,KARET HOP UP RUBBER A PLUS GBB HI CAPA G SERIES TM KJW WE,https://tokopedia.com/bunshopz/karet-hop-up-rubber-a-plus-gbb-hi-capa-g-series-tm-kjw-we,1,0,1,,Nonaktif,215000,3f86ca329bd9cfb4e7dd
,531105178,KARET HOP UP RUBBER AIP GBB HICAPA HI-CAPA CAPA TM WE KJW,https://tokopedia.com/bunshopz/karet-hop-up-rubber-aip-gbb-hicapa-hi-capa-capa-tm-we-kjw,1,0,1,,Nonaktif,135000,ae87830148a53e141457
,531104749,KARET HOP UP RUBBER BUCKING AIP GBB VSR G17 18 19 34 TM WE KJW,https://tokopedia.com/bunshopz/karet-hop-up-rubber-bucking-aip-gbb-vsr-g17-18-19-34-tm-we-kjw,1,0,1,,Nonaktif,135000,e00be2f57f6bd927adc7
,671479531,KARET HOP UP RUBBER MAPLE LEAF AUTOBOT 50 DEGREE G17 HI CAPA TM,https://tokopedia.com/bunshopz/karet-hop-up-rubber-maple-leaf-autobot-50-degree-g17-hi-capa-tm,0,0,0,,Nonaktif,190000,945b45211a2e6f62061a
,531105876,KARET HOP UP RUBBER MAPLE LEAF AUTOBOT 60 DEGREE G17 HI CAPA TM,https://tokopedia.com/bunshopz/karet-hop-up-rubber-maple-leaf-autobot-60-degree-g17-hi-capa-tm,4,0,4,,Nonaktif,195000,793282c20524f3fec8ce
,531106221,KARET HOP UP RUBBER MAPLE LEAF AUTOBOT 70 DEGREE GBB GBBR VSR,https://tokopedia.com/bunshopz/karet-hop-up-rubber-maple-leaf-autobot-70-degree-gbb-gbbr-vsr,0,0,0,,Nonaktif,195000,7aa3ef152a7ba3fa9c1b
,531107970,KARET HOP UP RUBBER MAPLE LEAF AUTOBOT 75 DEGREE GBB GBBR VSR HI CAP,https://tokopedia.com/bunshopz/karet-hop-up-rubber-maple-leaf-autobot-75-degree-gbb-gbbr-vsr-hi-cap,1,0,1,,Nonaktif,185000,89afd5149d10f558afcd
,481164402,KRUK AS ASSY JUPITER Z ORI YAMAHA YGP,https://tokopedia.com/bunshopz/kruk-as-assy-jupiter-z-ori-yamaha-ygp,12,0,12,,Aktif,590000,9b84a5fe90e18ff04201
,480580764,KRUK AS ASSY JUPITER Z1 Z 1 ORI YAMAHA YGP,https://tokopedia.com/bunshopz/kruk-as-assy-jupiter-z1-z-1-ori-yamaha-ygp,12,0,12,,Aktif,440000,2d330541f7818e81487d
,480582895,KRUK AS ASSY MIO J ORI YAMAHA YGP,https://tokopedia.com/bunshopz/kruk-as-assy-mio-j-ori-yamaha-ygp,12,0,12,,Aktif,487900,5dee1aedcc65b4987653
,480585430,KRUK AS ASSY MIO ORI YAMAHA YGP,https://tokopedia.com/bunshopz/kruk-as-assy-mio-ori-yamaha-ygp,12,0,12,,Aktif,550000,ded964d9e29632061420
,480581880,KRUK AS ASSY NMAX N MAX ORI YAMAHA YGP,https://tokopedia.com/bunshopz/kruk-as-assy-nmax-n-max-ori-yamaha-ygp,12,0,12,,Aktif,680000,3706154b4508bc3e96fc
,480584207,KRUK AS ASSY RX KING RXKING ORI YAMAHA,https://tokopedia.com/bunshopz/kruk-as-assy-rx-king-rxking-ori-yamaha,12,0,12,,Aktif,875000,db796eaf0b3687351b7f
,480581385,KRUK AS ASSY VEGA ZR JUPITER Z NEW 2010 ORI YAMAHA YGP,https://tokopedia.com/bunshopz/kruk-as-assy-vega-zr-jupiter-z-new-2010-ori-yamaha-ygp,11,0,11,,Aktif,430000,5585273d9410b3acd80e
,480583401,KRUK AS ASSY XEON ORI YAMAHA YGP,https://tokopedia.com/bunshopz/kruk-as-assy-xeon-ori-yamaha-ygp,12,0,12,,Aktif,550000,7c5f4f7dd504866fe283
,480584139,KRUK AS ASSY XEON RC ORI YAMAHA YGP,https://tokopedia.com/bunshopz/kruk-as-assy-xeon-rc-ori-yamaha-ygp,12,0,12,,Aktif,527900,99aaae76cf9e8802cf33
,481165017,KRUK AS BANDUL ASSY RODA JUPITER Z1 ORI YAMAHA YGP,https://tokopedia.com/bunshopz/kruk-as-bandul-assy-roda-jupiter-z1-ori-yamaha-ygp,10,0,10,,Aktif,440000,b1ba8a075492936c9bec
,481167217,KRUK AS BANDUL RODA ASSY MIO ORI YAMAHA YGP,https://tokopedia.com/bunshopz/kruk-as-bandul-roda-assy-mio-ori-yamaha-ygp,10,0,10,,Aktif,550000,71679feb2b04fd064a04
,481166610,KRUK AS BANDUL RODA ASSY RX KING RXKING ORI YAMAHA,https://tokopedia.com/bunshopz/kruk-as-bandul-roda-assy-rx-king-rxking-ori-yamaha,10,0,10,,Aktif,875000,1d9db45a16b03cd1092c
,481165321,KRUK AS BANDUL RODA ASSY VEGA ZR JUPITER Z NEW 2010 ORI YAMAHA YGP,https://tokopedia.com/bunshopz/kruk-as-bandul-roda-assy-vega-zr-jupiter-z-new-2010-ori-yamaha-ygp,5,0,5,,Aktif,430000,8499f06a5e80fb8939ac
,481166404,KRUK AS BANDUL RODA ASSY XEON ORI YAMAHA YGP,https://tokopedia.com/bunshopz/kruk-as-bandul-roda-assy-xeon-ori-yamaha-ygp,10,0,10,,Aktif,547900,8e9531be1460bb5e312d
,481166895,KRUK AS BANDUL RODA ASSY XEON RC ORI YAMAHA YGP,https://tokopedia.com/bunshopz/kruk-as-bandul-roda-assy-xeon-rc-ori-yamaha-ygp,10,0,10,,Aktif,527900,4b5a7e3bd7a0464e270a
,481166079,KRUK BANDUL AS RODA ASSY MIO J ORI YAMAHA YGP,https://tokopedia.com/bunshopz/kruk-bandul-as-roda-assy-mio-j-ori-yamaha-ygp,12,0,12,,Aktif,490000,41eee2ed457544b486b9
,481165743,KRUK BANDUL AS RODA ASSY NMAX N MAX ORI YAMAHA YGP,https://tokopedia.com/bunshopz/kruk-bandul-as-roda-assy-nmax-n-max-ori-yamaha-ygp,12,0,12,,Aktif,678900,53db3f028fb001c37349
,480576331,KUNCI KONTAK KOMPLIT TANK JOK CS1 CS 1,https://tokopedia.com/bunshopz/kunci-kontak-komplit-tank-jok-cs1-cs-1,24,0,24,,Aktif,115000,5aad69c5eb0114841b89
,480580289,Kruk As Assy Jupiter Z Original YAMAHA YGP,https://tokopedia.com/bunshopz/kruk-as-assy-jupiter-z-original-yamaha-ygp,12,0,12,,Aktif,590000,ad73b10931e66cdb7cab
,473555267,LAMPU STOP LAMP DAN DUDUKAN LAMPU STOP RX KING RXK ORI YGP,https://tokopedia.com/bunshopz/lampu-stop-lamp-dan-dudukan-lampu-stop-rx-king-rxk-ori-ygp,100,0,100,,Aktif,250000,9968ef090481888993b7
,473556789,LAMPU STOP LAMP RX KING RXK ORI YGP YAMAHA,https://tokopedia.com/bunshopz/lampu-stop-lamp-rx-king-rxk-ori-ygp-yamaha,99,0,99,,Aktif,210000,043dc03ce0c8c40a60c0
,536793158,LOADING NOZZLE AIP SET G17 G19 G23 G26 SERIES TM WE KJW,https://tokopedia.com/bunshopz/loading-nozzle-aip-set-g17-g19-g23-g26-series-tm-we-kjw,1,0,1,,Nonaktif,225000,8d93cd2e92920f0dcd34
,1190824202,LOADING NOZZLE HICAPA GUARDER HI-CAPA SET TM KJW WE,https://tokopedia.com/bunshopz/loading-nozzle-hicapa-guarder-hi-capa-set-tm-kjw-we,3,0,3,,Aktif,450000,79abd1f2c6b21bbf5ba6
,618889073,LOADING NOZZLE ONLY GUARDER TM MARUI HICAPA HI CAPA HI-CAPA KJW WE,https://tokopedia.com/bunshopz/loading-nozzle-only-guarder-tm-marui-hicapa-hi-capa-hi-capa-kjw-we,3,0,3,,Aktif,375000,eed1e148b890a867dd90
,618886780,LOADING NOZZLE SET AIP MARUI HICAPA HI-CAPA HI CAPA TM KJW WE,https://tokopedia.com/bunshopz/loading-nozzle-set-aip-marui-hicapa-hi-capa-hi-capa-tm-kjw-we,1,0,1,,Nonaktif,235000,63dc50d107af1a9ab5ec
,490392649,LOADING NOZZLE SET HICAPA HI-CAPA AM AIRSOFT MASTERPIECE,https://tokopedia.com/bunshopz/loading-nozzle-set-hicapa-hi-capa-am-airsoft-masterpiece,0,0,0,,Nonaktif,250000,beb14f992fbf81bcf0ab
,515100664,LOADING NOZZLE SET ORIGINAL TM G17 SERIES G 17 19 22 34 MARUI KJW WE,https://tokopedia.com/bunshopz/loading-nozzle-set-original-tm-g17-series-g-17-19-22-34-marui-kjw-we,1,0,1,,Nonaktif,185000,a15b11bf5272ce0022cf
,531110550,LOADING NOZZLE SPRING 120% G17 19 34 TM KJW WE,https://tokopedia.com/bunshopz/loading-nozzle-spring-120-g17-19-34-tm-kjw-we,0,0,0,,Nonaktif,42000,6eee415bbbd165699b3b
,531110755,LOADING NOZZLE SPRING 120%HI CAPA HI-CAPA TM KJW WE,https://tokopedia.com/bunshopz/loading-nozzle-spring-120-hi-capa-hi-capa-tm-kjw-we,0,0,0,,Nonaktif,42000,a333619c782ca9a261bd
,1190817422,LOADING NOZZLE SPRING 140% HICAPA HI-CAPA AIP,https://tokopedia.com/bunshopz/loading-nozzle-spring-140-hicapa-hi-capa-aip,1,0,1,,Nonaktif,50000,917a746c70d5e5e15dbf
,536783065,LOADING NOZZLE SPRING NP1 COWCOW 180% HICAPA HI-CAPA,https://tokopedia.com/bunshopz/loading-nozzle-spring-np1-cowcow-180-hicapa-hi-capa,4,0,4,,Aktif,110000,d1358d22edc97c414fb1
,623228937,Loading Muzzle AIP Tokyo Marui TM G17 26 34 WE KJW,https://tokopedia.com/bunshopz/loading-muzzle-aip-tokyo-marui-tm-g17-26-34-we-kjw,1,0,1,,Nonaktif,235000,c36e1b11bb4c0aaab137
,1424866388,MAG PTS EPM 1 MIDCAP AEG M4,https://tokopedia.com/bunshopz/mag-pts-epm-1-midcap-aeg-m4,1,0,1,,Aktif,725000,eb474cbfdc31508d29dd
,490385449,MAGAZINE MAG CATCH GUARDER STEEL TM G17 18 26 SERIES,https://tokopedia.com/bunshopz/magazine-mag-catch-guarder-steel-tm-g17-18-26-series,999999,0,999999,2,Nonaktif,180000,43818478fe223d2af541
,498182009,MAGAZINE MAG LIP GUARDER MARUI TM WE KJW G SERIES G17 18 19,https://tokopedia.com/bunshopz/magazine-mag-lip-guarder-marui-tm-we-kjw-g-series-g17-18-19,1,0,1,,Nonaktif,130000,49639dc53b053198f6a0
,642446915,MAGAZINE MAG LIP GUARDER MARUI TM WE KJW HI-CAPA HICAPA,https://tokopedia.com/bunshopz/magazine-mag-lip-guarder-marui-tm-we-kjw-hi-capa-hicapa,0,0,0,,Nonaktif,130000,6ec661dbf8e695721b84
,729317694,MAGAZINE MAG LIP PROWIN HICAPA HI-CAPA TM KJW WE,https://tokopedia.com/bunshopz/magazine-mag-lip-prowin-hicapa-hi-capa-tm-kjw-we,0,0,0,,Nonaktif,132000,4947a1cd02c6fb6feef1
,1220503724,MAGWELL HICAPA HI-CAPA 4.3 5.1 3D PRINT,https://tokopedia.com/bunshopz/magwell-hicapa-hi-capa-4-3-5-1-3d-print,999,0,999,,Nonaktif,85000,3a26d234cc906bd50f8c
,531108357,MAPLE LEAF HOP UP CHAMBER SET HI CAPA HI-CAPA CAPA TM KJW WE GBB,https://tokopedia.com/bunshopz/maple-leaf-hop-up-chamber-set-hi-capa-hi-capa-capa-tm-kjw-we-gbb,3,0,3,,Aktif,420000,acf8607ce8882db24425
,572635851,MAPLE LEAF INNER BARREL 6.01 97 MM HICAPA 4.3 G17 TM,https://tokopedia.com/bunshopz/maple-leaf-inner-barrel-6-01-97-mm-hicapa-4-3-g17-tm,2,0,2,,Nonaktif,445000,fa5a9aa8db0fc7db3adc
,731900013,MOTOR DINAMO GUARDER MERAH HIGH TORQUE,https://tokopedia.com/bunshopz/motor-dinamo-guarder-merah-high-torque,0,0,0,,Nonaktif,750000,609a9be2898d5bdc3465
,1121029194,Mag pouch IPSC balap tembak reaksi Hicapa Glock 9mm 3D printed - Putih,https://www.tokopedia.com/bunshopz/mag-pouch-ipsc-balap-tembak-reaksi-hicapa-glock-9mm-3d-printed-putih,1000,0,1000,,Nonaktif,75000,2cd763c0075ca94f2c93
,1121029194,Mag pouch IPSC balap tembak reaksi Hicapa Glock 9mm 3D printed - Hitam,https://www.tokopedia.com/bunshopz/mag-pouch-ipsc-balap-tembak-reaksi-hicapa-glock-9mm-3d-printed-hitam,995,0,995,,Nonaktif,75000,110eec6c2efe72e136c8
,1121029194,Mag pouch IPSC balap tembak reaksi Hicapa Glock 9mm 3D printed - Orange,https://www.tokopedia.com/bunshopz/mag-pouch-ipsc-balap-tembak-reaksi-hicapa-glock-9mm-3d-printed-orange,1000,0,1000,,Nonaktif,75000,201b1a98cd3d987b9ff8
,483925491,Magazine Bumper Magbase base cover G 17 18 19 26 27 34 TM WE KJW,https://tokopedia.com/bunshopz/magazine-bumper-magbase-base-cover-g-17-18-19-26-27-34-tm-we-kjw,4,0,4,,Nonaktif,160000,d3323023267aa4cab653
,1128962661,Magcatch Hicapa Magazine Catch AIP Hi-capa TM KJW WE,https://tokopedia.com/bunshopz/magcatch-hicapa-magazine-catch-aip-hi-capa-tm-kjw-we,1,0,1,,Nonaktif,550000,e4f5b86a218c0efe4ec1
,1031670912,NINEBALL MAGAZINE LIP SEAL GASKET UNGU HICAPA HI-CAPA P226 TM KJW WE,https://tokopedia.com/bunshopz/nineball-magazine-lip-seal-gasket-ungu-hicapa-hi-capa-p226-tm-kjw-we,0,0,0,,Nonaktif,250000,762757b01dccc4af0432
,472579700,NOKEN AS CS1 CS 1,https://tokopedia.com/bunshopz/noken-as-cs1-cs-1,100,0,100,,Aktif,105000,ba74abd8dbdf44528a16
,472589882,NOKEN AS DAN PLATK PELATUK KLEP CS1 CS 1,https://tokopedia.com/bunshopz/noken-as-dan-platk-pelatuk-klep-cs1-cs-1,100,0,100,,Aktif,140000,f58e2e555b30f49ad816
,376696739,PER KOPLING CLUTCH BYSON BISON KAWAHARA,https://tokopedia.com/bunshopz/per-kopling-clutch-byson-bison-kawahara,30,0,30,,Aktif,63900,240396fa026157e57cd9
,376697758,PER KOPLING CLUTCH KLX 150 KAWAHARA,https://tokopedia.com/bunshopz/per-kopling-clutch-klx-150-kawahara,30,0,30,,Aktif,65000,e14bb11b89f7b4863fef
