 ,Tidak bisa diubah,,,,,Informasi SKU,,,,
Error Message,Product ID,Nama Produk,URL,Total Stok,Stok Campaign,Stok Utama*,SKU Name,Status*,Harga (Rp)*,
Abaikan kolom ini. Kolom akan menampilkan pesan jika ada kesalahan setelah kamu melakukan upload produk.,"Abaikan kolom ini. Jangan ubah ID Produkmu. 

Jika kamu ubah dan masukkan ID produk lain yang benar, ID produk akan berubah. Namun, jika kamu ubah dan masukkan ID produk yang salah, informasi akan diabaikan.",Jangan ubah Nama Produk. Setiap ada perubahan yang kamu buat pada nama produk akan diabaikan.,URL tidak dapat diubah. Perubahan di URL akan diabaikan.,Total Stock tidak dapat diubah. Perubahan di Total Stock akan diabaikan,Stok campaign tidak bisa diubah. Pelajari stok campaign selengkapnya di https://seller.tokopedia.com/edu/cara-atur-diskon-potongan-harga-os/,"Isi jumlah stok yang tersedia dalam format angka tanpa menggunakan koma dan titik. Stok akan berkurang ketika pembayaran dari pembeli telah diverifikasi. Jumlah stok tidak ditampilkan kepada pembeli. Jika kolom tidak diisi atau mengandung sesuatu di luar angka 1 hingga 999999, maka otomatis 1.","(Opsional) Masukkan SKU maks. 50 karakter.
 
SKU bisa diubah jika produk ini belum terjual.","Pilih status produk: Aktif atau Nonaktif

Jika kolom tidak diisi atau mengandung sesuatu di luar aktif atau nonaktif maka otomatis aktif.",Masukkan harga produk. Harga dalam rupiah tanpa menggunakan koma dan titik. Harga harus antara 100 - 10000000000000000,
,376696904,PER KOPLING CLUTCH SATRIA FU F150 CLD,https://tokopedia.com/bunshopz/per-kopling-clutch-satria-fu-f150-cld,30,0,30,,Aktif,70000,37f7cbcdb0b572d12b56
,376697132,PER KOPLING CLUTCH TDR KARISMA,https://tokopedia.com/bunshopz/per-kopling-clutch-tdr-karisma,30,0,30,,Aktif,79900,0bbfc5bc6a213f499865
,376698028,PER KOPLING CLUTCH TDR KLX 150,https://tokopedia.com/bunshopz/per-kopling-clutch-tdr-klx-150,30,0,30,,Aktif,76900,da51a1a2e59dfed4fa99
,484579973,PIN BODY PIN TRIGGER PIN SET G17 G SERIES ORI TM MARUI,https://tokopedia.com/bunshopz/pin-body-pin-trigger-pin-set-g17-g-series-ori-tm-marui,1,0,1,,Nonaktif,65000,13e52b80d27e8fa8c3d6
,566843480,PISTON HEAD JAGER CAVE HICAPA G17 19 34 13.5 MM GBB,https://tokopedia.com/bunshopz/piston-head-jager-cave-hicapa-g17-19-34-13-5-mm-gbb,1,0,1,,Aktif,275000,eb30539614de13213016
,328904761,PISTON KIT ATAU SEHER FIM 2 55.25 JUPITER RACING,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim-2-55-25-jupiter-racing,10,0,10,,Aktif,213900,1eeb42c2eb80b486c867
,328904161,PISTON KIT ATAU SEHER FIM 65 65.5 66 66.5 67 67.5 PIN PEN 14,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim-65-65-5-66-66-5-67-67-5-pin-pen-14,33,0,33,,Aktif,208900,50b26354a1516f616bbc
,328899439,PISTON KIT ATAU SEHER FIM 65.6 66 66.5 67 67.5 68 PEN PIN 15,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim-65-6-66-66-5-67-67-5-68-pen-pin-15,29,0,29,,Aktif,208900,dd143a7616e389e90b7a
,328907425,PISTON KIT ATAU SEHER FIM 78 SONIC CB CBR HARIAN,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim-78-sonic-cb-cbr-harian,98,0,98,,Aktif,129900,20e7b953941dea0f14c7
,337548677,PISTON KIT ATAU SEHER FIM BEAT,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim-beat,98,0,98,,Nonaktif,119000,77fbbc594569368e8dd2
,460400126,PISTON KIT ATAU SEHER FIM46 FIM MIO KARBU HARIAN,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim46-fim-mio-karbu-harian,98,0,98,,Aktif,100000,75590901a702693b8e2a
,460388194,PISTON KIT ATAU SEHER FIM74XB FIM VARIO BEAT SCOOPY OVERSIZE,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim74xb-fim-vario-beat-scoopy-oversize,98,0,98,,Aktif,118900,31d6a2ca969ccb6ebbe6
,328895666,PISTON KIT ATAU SEHER FIM81 CBR LAMA,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim81-cbr-lama,99,0,99,,Aktif,190000,c3563f9c9d974fe37e51
,460389467,PISTON KIT ATAU SEHER FIM81 FIM MIO CBR CBR150,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim81-fim-mio-cbr-cbr150,97,0,97,,Aktif,190000,a748695467e1064186e5
,460392684,PISTON KIT ATAU SEHER FIM82 FIM CBR CB 150 R MENTAH PEN PIN 14,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim82-fim-cbr-cb-150-r-mentah-pen-pin-14,98,0,98,,Aktif,190000,57a54c6b0eeb7f9633b8
,460398703,PISTON KIT ATAU SEHER FIM85 FIM 63.5 64 64.5 65 MENTAH PEN PIN 13,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim85-fim-63-5-64-64-5-65-mentah-pen-pin-13,91,0,91,,Aktif,190000,f263f92c76f09a3aef9d
,460380152,PISTON KIT ATAU SEHER FIM91 FIM 65.5 66 66.6 67 67.5 68 PEN PIN 13,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim91-fim-65-5-66-66-6-67-67-5-68-pen-pin-13,86,0,86,,Aktif,208900,b492a1c7e9cc9847e180
,479369716,PISTON KIT ATAU SEHER FIM93 SATRIA FU MODIF RUBAHAN MENTAH PIN 16,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim93-satria-fu-modif-rubahan-mentah-pin-16,100,0,100,,Nonaktif,195000,1433cc6a626399cc78ac
,479370665,PISTON KIT ATAU SEHER FIM94 KAZE JUPITER Z RUBAHAN MODIF,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim94-kaze-jupiter-z-rubahan-modif,98,0,98,,Aktif,125000,a14947c8bb56815c023d
,373520101,PISTON KIT ATAU SEHER JUPITER MX ORISINIL YAMAHA YGP,https://tokopedia.com/bunshopz/piston-kit-atau-seher-jupiter-mx-orisinil-yamaha-ygp,10,0,10,,Aktif,277900,cb90af32ca31bb86a92a
,373520456,PISTON KIT ATAU SEHER JUPITER Z1 ORISINIL YAMAHA YGP,https://tokopedia.com/bunshopz/piston-kit-atau-seher-jupiter-z1-orisinil-yamaha-ygp,100,0,100,,Aktif,133900,0d04181d99418ba9f252
,373524678,PISTON KIT ATAU SEHER MIO J X RIDE SOUL GT ORISINIL YAMAHA YGP,https://tokopedia.com/bunshopz/piston-kit-atau-seher-mio-j-x-ride-soul-gt-orisinil-yamaha-ygp,14,0,14,,Aktif,193900,d8d9bd4ee7f5976929f8
,373523531,PISTON KIT ATAU SEHER MIO MIO SOUL FINO ORISINIL YAMAHA YGP,https://tokopedia.com/bunshopz/piston-kit-atau-seher-mio-mio-soul-fino-orisinil-yamaha-ygp,15,0,15,,Aktif,130000,30fd62168848ea294421
,373516039,PISTON KIT ATAU SEHER TKRJ JUPITER Z 52.5,https://tokopedia.com/bunshopz/piston-kit-atau-seher-tkrj-jupiter-z-52-5,100,0,100,,Nonaktif,143900,312b486f5ecc7ca04dfe
,373516572,PISTON KIT ATAU SEHER TKRJ MIO XB DIAMETER 52.5 PEN 15,https://tokopedia.com/bunshopz/piston-kit-atau-seher-tkrj-mio-xb-diameter-52-5-pen-15,100,0,100,,Nonaktif,143900,0506ae76fcad0e014755
,373527636,PISTON KIT ATAU SEHER VEGA CRIPTON ORISINIL YAMAHA YGP,https://tokopedia.com/bunshopz/piston-kit-atau-seher-vega-cripton-orisinil-yamaha-ygp,15,0,15,,Aktif,178900,6afbd6680ca48600c535
,373525216,PISTON KIT ATAU SEHER XEON ORISINIL YAMAHA YGP,https://tokopedia.com/bunshopz/piston-kit-atau-seher-xeon-orisinil-yamaha-ygp,15,0,15,,Aktif,203900,da22c8b93656624400a0
,373515850,PISTON KIT TKRJ GLPRO GL PRO NEOTECH MEGAPRO,https://tokopedia.com/bunshopz/piston-kit-tkrj-glpro-gl-pro-neotech-megapro,100,0,100,,Nonaktif,117900,f23c8ba66bd69ca44610
,615704480,PISTON LID HEAD GUARDER MARUI TM G17 19 22 34,https://tokopedia.com/bunshopz/piston-lid-head-guarder-marui-tm-g17-19-22-34,0,0,0,,Nonaktif,130000,fcae0ab3a7310eb8c83d
,261154632,PIston Kit atau Seher FIM RX King,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim-rx-king,52,0,52,,Aktif,121900,a7cbf99f79a5f89d25fa
,472580467,PLATUK PELATUK KLEP CS1 CS 1,https://tokopedia.com/bunshopz/platuk-pelatuk-klep-cs1-cs-1,97,0,97,,Aktif,35000,00348cd40077bc6cbd83
,453575735,PLATUK ROLLER MIO MILKUNI,https://tokopedia.com/bunshopz/platuk-roller-mio-milkuni,100,0,100,,Aktif,37900,f3bf0e9b7045671df89e
,260975329,Piston Kit FIM Gl-pro atau seher Neotech/Megapro,https://tokopedia.com/bunshopz/piston-kit-fim-gl-pro-atau-seher-neotech-megapro,93,0,93,,Aktif,121900,ba5cf39864b094a8c2a1
,260966724,Piston Kit FIM Yamaha Force one (F1ZR),https://tokopedia.com/bunshopz/piston-kit-fim-yamaha-force-one-f1zr,999999,0,999999,,Aktif,113900,301493caa9daf57a153c
,260970076,Piston Kit FIM atau seher Grand/Legenda,https://tokopedia.com/bunshopz/piston-kit-fim-atau-seher-grand-legenda,99,0,99,,Aktif,125000,49a1b1f069d9d445b0af
,261153803,Piston Kit Fim atau seher Grand Dan Legenda,https://tokopedia.com/bunshopz/piston-kit-fim-atau-seher-grand-dan-legenda,100,0,100,,Aktif,125000,943ae71f95ac16cdd85b
,273954024,Piston Kit Ninja 250,https://tokopedia.com/bunshopz/piston-kit-ninja-250,6,0,6,,Aktif,473900,b2b67ed6b7d76fac934b
,261145469,Piston Kit atau Seher FIM Honda Beat ESP,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim-honda-beat-esp,0,0,97,,Aktif,109000,4d422f3c223819179813
,261145157,Piston Kit atau Seher FIM Modif pin pen 13 14 15,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim-modif-pin-pen-13-14-15,115,0,115,,Aktif,153900,d45ad6e6ebcc801c858e
,273955382,Piston Kit atau Seher FIM Satria FU Racing,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim-satria-fu-racing,5,0,5,,Aktif,263900,d4567f50ff70265934bf
,273962861,Piston Kit atau seher FIM Bison,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim-bison,98,0,98,,Aktif,135000,88f82f515284ed8f1ccd
,260971088,Piston Kit atau seher FIM Honda Vario,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim-honda-vario,100,0,100,,Aktif,99999,cc60485d9365f6ff187c
,259205605,Piston Kit atau seher FIM KLX Bore up,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim-klx-bore-up,86,0,86,,Aktif,127900,ebaaa483d6f54445f023
,259207254,Piston Kit atau seher FIM Karisma/Supra x 125,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim-karisma-supra-x-125,95,0,95,,Aktif,118900,7fe87624db8cf5fdfb39
,260968182,Piston Kit atau seher FIM Mio XB 130cc,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim-mio-xb-130cc,999998,0,999998,,Aktif,115900,e724f0215e807e53e2d1
,260968635,Piston Kit atau seher FIM Mio XXB 150cc,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim-mio-xxb-150cc,999999,0,999999,,Aktif,123900,aae5d5132828e58db773
,259208597,Piston Kit atau seher FIM Satria FU,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim-satria-fu,97,0,97,,Aktif,115900,177e9e167fd861b874d1
,260974288,Piston Kit atau seher FIM Tiger,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim-tiger,75,0,75,,Aktif,113900,d22b4b60e87db43c30dd
,273963853,Piston Kit atau seher FIM Vega ZR,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim-vega-zr-1,100,0,100,,Aktif,108900,5f0f2f556a0371ce4309
,261152482,Piston Kit atau seher FIM Vega ZR,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim-vega-zr,100,0,100,,Aktif,108900,a77b186880e91e8dff32
,261153155,Piston Kit atau seher FIM Vixion atau MX,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim-vixion-atau-mx,0,0,0,,Aktif,133900,87ed7eb2c7f4737caca5
,260967191,Piston Kit atau seher FIM Yamaha Jupiter Z,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim-yamaha-jupiter-z,999999,0,999999,,Aktif,108900,e1d3b6983025fc980b98
,261054183,Piston Kit atau seher FIM sonic,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim-sonic,100,0,100,,Aktif,189900,85f00191718799e731cf
,261146058,Piston kit atau Seher FIM Smash,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim-smash,100,0,100,,Aktif,128900,53d049f4be28177fc2a9
,261150246,Piston kit atau seher FIM Honda Vario 150cc,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim-honda-vario-150cc,0,0,100,,Aktif,128900,9f22560659c7b304104b
,261142979,Piston kit atau seher FIM Honda Vario XB 130c,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim-honda-vario-xb-130c,99,0,99,,Aktif,123900,644203787c29a39b08bc
,273958817,Piston kit atau seher FIM Jupiter Racing,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim-jupiter-racing,9,0,9,,Aktif,248900,f69054f59d97a8454a3a
,261155311,Piston kit atau seher FIM Jupiter XB 130cc,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim-jupiter-xb-130cc,95,0,95,,Aktif,122500,723d9feb48a64df4f88e
,273963655,Piston kit atau seher FIM Kaze,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim-kaze,100,0,100,,Aktif,103900,8b353df2619d86e6cf2d
,261151571,Piston kit atau seher FIM Verza / Megapro New,https://tokopedia.com/bunshopz/piston-kit-atau-seher-fim-verza-megapro-new,100,0,100,,Aktif,133900,ca9c0a4ced17c40b845f
,273964025,Piston kit atau seher Jupiter MX,https://tokopedia.com/bunshopz/piston-kit-atau-seher-jupiter-mx,96,0,96,,Aktif,118900,d416a2b0138eeabdf107
,261053722,Piston kit atau seher Vario XB 130cc,https://tokopedia.com/bunshopz/piston-kit-atau-seher-vario-xb-130cc,100,0,100,,Aktif,116900,94983300a54e750bba7d
,273961551,Piston kit atau seher kompresi tinggi Supra x125,https://tokopedia.com/bunshopz/piston-kit-atau-seher-kompresi-tinggi-supra-x125,10,0,10,,Aktif,238900,5b65501cc13e79728d6c
,572691549,REAR SIGHT STEEL T1G COWCOW G17 G18 G19 G34 MARUI TM KJW WE,https://tokopedia.com/bunshopz/rear-sight-steel-t1g-cowcow-g17-g18-g19-g34-marui-tm-kjw-we,2,0,2,,Nonaktif,372500,14de5779864a4048f20d
,1129059970,RECOIL GUIDE PLUG 4.3 HICAPA HI-CAPA HI CAPA AIRSOFT MASTERPIECE AM,https://tokopedia.com/bunshopz/recoil-guide-plug-4-3-hicapa-hi-capa-hi-capa-airsoft-masterpiece-am,0,0,0,,Nonaktif,200000,136ef221d560cbbb0c6f
,531111587,RECOIL SHOCK BUFFER AIP HICAPA HI CAPA HI-CAPA TM KJW WE,https://tokopedia.com/bunshopz/recoil-shock-buffer-aip-hicapa-hi-capa-hi-capa-tm-kjw-we,1,0,1,,Aktif,120000,032f3c99866d3205bd47
,499288458,RECOIL SPRING 150% DAN HAMMER SPRING 180% G17 G19 G34 TM KJW WE,https://tokopedia.com/bunshopz/recoil-spring-150-dan-hammer-spring-180-g17-g19-g34-tm-kjw-we,4,0,4,,Nonaktif,150000,d9e0fe01c0178fd51001
,484580742,RECOIL SPRING GUIDE ROD G17 G SERIES ORI TM MARUI,https://tokopedia.com/bunshopz/recoil-spring-guide-rod-g17-g-series-ori-tm-marui,1,0,1,,Nonaktif,60000,0a7c8eda3b74dffbb7d9
,531111247,SEAR SPRING AM PROHANDGUN HI CAPA CAPA HICAPA TM KJW WE,https://tokopedia.com/bunshopz/sear-spring-am-prohandgun-hi-capa-capa-hicapa-tm-kjw-we,1,0,1,,Aktif,185000,ad2302f098c6197d6577
,490387020,SEAR SPRING STEEL GUARDER HICAPA HI-CAPA TM,https://tokopedia.com/bunshopz/sear-spring-steel-guarder-hicapa-hi-capa-tm,1,0,1,,Nonaktif,185000,17664fb8649b7712ccaa
,338244472,SELAHAN SLAHAN STARTER KICK RXK ORI YAMAHA,https://tokopedia.com/bunshopz/selahan-slahan-starter-kick-rxk-ori-yamaha,0,0,15,,Aktif,180000,3216ea87fe55d1084e35
,373536975,SHOCK BREAKER SHOCKBREAKER BELAKANG RIDEIT JUPITER Z VEGA Z VEGA ZR,https://tokopedia.com/bunshopz/shock-breaker-shockbreaker-belakang-rideit-jupiter-z-vega-z-vega-zr,15,0,15,,Aktif,815000,b01624600a7c1432b7a1
,373537422,SHOCK BREAKER SHOCKBREAKER RIDEIT GP MIO BEAT VARIO LAMA ALL MATIC,https://tokopedia.com/bunshopz/shock-breaker-shockbreaker-rideit-gp-mio-beat-vario-lama-all-matic,1,0,1,,Aktif,265000,1dc1d51822ef93e2d8e5
,373606835,SHOCKBREAKER BELAKANG YUZAKA SCORPIO Z MERAH,https://tokopedia.com/bunshopz/shockbreaker-belakang-yuzaka-scorpio-z-merah,14,0,14,,Aktif,174900,2b12bfbe7dd967216d14
,373605525,SHOCKBREAKER BELAKANG YUZAKA VERZA KUNING,https://tokopedia.com/bunshopz/shockbreaker-belakang-yuzaka-verza-kuning,999999,0,999999,,Aktif,204900,c1d9626a0990f97d3a51
,373605646,SHOCKBREAKER BELAKANG YUZAKA VERZA PUTIH,https://tokopedia.com/bunshopz/shockbreaker-belakang-yuzaka-verza-putih,10,0,10,,Aktif,204900,1bd2730002cf21480d21
,373536518,SHOCKBREAKER SHOCK BREAKER BELAKANG MOTO GP MOTOGP MIO KARBU BIRU,https://tokopedia.com/bunshopz/shockbreaker-shock-breaker-belakang-moto-gp-motogp-mio-karbu-biru,15,0,15,,Aktif,150000,5589f8d8a7e349b3b6ef
,373536051,SHOCKBREAKER SHOCK BREAKER BELAKANG PRO Z MIO RED MERAH YSS,https://tokopedia.com/bunshopz/shockbreaker-shock-breaker-belakang-pro-z-mio-red-merah-yss,14,0,14,,Aktif,340000,a2ddf3057718d8c24ae7
,373537198,SHOCKBREAKER SHOCK BREAKER BELAKANG RIDE IT GP SUPRA REVO BLADE,https://tokopedia.com/bunshopz/shockbreaker-shock-breaker-belakang-ride-it-gp-supra-revo-blade,15,0,15,,Aktif,815000,b22a496fa890b41c769c
,373536023,SHOCKBREAKER SHOCK BREAKER BELAKANG RIDE IT RIDEIT GP NMAX,https://tokopedia.com/bunshopz/shockbreaker-shock-breaker-belakang-ride-it-rideit-gp-nmax,15,0,15,,Aktif,765000,016aef506afc87c4c089
,373535755,SHOCKBREAKER SHOCK BREAKER BELAKANG RIDE IT SATRIA FU,https://tokopedia.com/bunshopz/shockbreaker-shock-breaker-belakang-ride-it-satria-fu,15,0,15,,Aktif,440000,aedbe9bcdb6e3e761273
,373535574,SHOCKBREAKER SHOCK BREAKER BELAKANG VARIO 125 150 RIDE IT,https://tokopedia.com/bunshopz/shockbreaker-shock-breaker-belakang-vario-125-150-ride-it,15,0,15,,Aktif,413900,10c1aadcb49421ec22a5
,373605938,SHOCKBREAKER SHOCK BREAKER BELAKANG VERZA MERAH YUZAKA,https://tokopedia.com/bunshopz/shockbreaker-shock-breaker-belakang-verza-merah-yuzaka,15,0,15,,Aktif,204900,85368f0c744811c2088e
,373608592,SHOCKBREAKER SHOCK BREAKER BELAKANG VIXION KUNING YUZAKA,https://tokopedia.com/bunshopz/shockbreaker-shock-breaker-belakang-vixion-kuning-yuzaka,15,0,15,,Aktif,174900,c3aa5b8c67b460e61b80
,373608415,SHOCKBREAKER SHOCK BREAKER BELAKANG VIXION PUTIH,https://tokopedia.com/bunshopz/shockbreaker-shock-breaker-belakang-vixion-putih,1,0,1,,Aktif,173900,e4c5da8515b98370f750
,373535151,SHOCKBREAKER SHOCK BREAKER BELAKANG YSS VARIO 125 150,https://tokopedia.com/bunshopz/shockbreaker-shock-breaker-belakang-yss-vario-125-150,15,0,15,,Aktif,340000,ef51c3c8de5330ebf13d
,373617642,SHOCKBREAKER SHOCK BREAKER BYSON BISON KUNING YUZAKA,https://tokopedia.com/bunshopz/shockbreaker-shock-breaker-byson-bison-kuning-yuzaka,13,0,13,,Aktif,250000,3e349313ae12f4aebae7
,373617905,SHOCKBREAKER SHOCK BREAKER BYSON BISON PUTIH YUZAKA,https://tokopedia.com/bunshopz/shockbreaker-shock-breaker-byson-bison-putih-yuzaka,13,0,13,,Aktif,250000,6bb5fb685c78af2171ce
,373615422,SHOCKBREAKER SHOCK BREAKER JUPITER MX KUNING YUZAKA,https://tokopedia.com/bunshopz/shockbreaker-shock-breaker-jupiter-mx-kuning-yuzaka,15,0,15,,Aktif,175000,de6244cd8b7be183a84d
,373615602,SHOCKBREAKER SHOCK BREAKER JUPITER MX MERAH YUZAKA,https://tokopedia.com/bunshopz/shockbreaker-shock-breaker-jupiter-mx-merah-yuzaka,13,0,13,,Aktif,175000,ab1538c4e3f8ccdce04e
,373615716,SHOCKBREAKER SHOCK BREAKER JUPITER MX PUTIH YUZAKA,https://tokopedia.com/bunshopz/shockbreaker-shock-breaker-jupiter-mx-putih-yuzaka,15,0,15,,Aktif,175000,c92fe03e5c99c4c08e27
,373536181,SHOCKBREAKER SHOCK BREAKER KTC KITACO MIO RED,https://tokopedia.com/bunshopz/shockbreaker-shock-breaker-ktc-kitaco-mio-red,15,0,15,,Aktif,290000,3b1b856d6faa329ae882
,374470313,SHOCKBREAKER SHOCK BREAKER MATIC H20,https://tokopedia.com/bunshopz/shockbreaker-shock-breaker-matic-h20,999999,0,999999,,Aktif,275000,a0bd339fea16b435c486
,373616953,SHOCKBREAKER SHOCK BREAKER MONOSHOCK TS 125 ORISINIL ORI SGP,https://tokopedia.com/bunshopz/shockbreaker-shock-breaker-monoshock-ts-125-orisinil-ori-sgp,10,0,10,,Nonaktif,980000,e2b4d19ee1e108df6f68
,373612207,SHOCKBREAKER SHOCK BREAKER SATRIA FU F150 KUNING YUZAKA,https://tokopedia.com/bunshopz/shockbreaker-shock-breaker-satria-fu-f150-kuning-yuzaka,15,0,15,,Aktif,174899,6a4e62af2ea186139756
,373612358,SHOCKBREAKER SHOCK BREAKER SATRIA FU F150 MERAH YUZAKA,https://tokopedia.com/bunshopz/shockbreaker-shock-breaker-satria-fu-f150-merah-yuzaka,14,0,14,,Aktif,174900,fd8974eb006f35db77fc
,373614160,SHOCKBREAKER SHOCK BREAKER SATRIA FU F150 PUTIH YUZAKA,https://tokopedia.com/bunshopz/shockbreaker-shock-breaker-satria-fu-f150-putih-yuzaka,15,0,15,,Aktif,174900,fe6f80deb95f49acbb9a
,373607198,SHOCKBREAKER SHOCK BREAKER SCORPIO Z SCORPIOZ PUTIH YUZAKA,https://tokopedia.com/bunshopz/shockbreaker-shock-breaker-scorpio-z-scorpioz-putih-yuzaka,15,0,15,,Aktif,174900,666a9d630ab815162a48
,376696512,SHOCKBREAKER SHOCK BREAKER SHOK MIO MATIK MATIC TABUNG ATAS,https://tokopedia.com/bunshopz/shockbreaker-shock-breaker-shok-mio-matik-matic-tabung-atas,10,0,10,,Aktif,270000,60d48d95d1e8d0f7f6e7
,373608208,SHOCKBREAKER SHOCK BREAKER VIXION MERAH YUZAKA,https://tokopedia.com/bunshopz/shockbreaker-shock-breaker-vixion-merah-yuzaka,15,0,15,,Aktif,174900,82bb355dd9e7748ba088
,490405469,SLIDE LOCK STEEL GUARDER TM MARUI G17 G 17 18 19 KJW WE,https://tokopedia.com/bunshopz/slide-lock-steel-guarder-tm-marui-g17-g-17-18-19-kjw-we,0,0,0,,Nonaktif,165000,eb00baf93e62ffc031f6
,484582795,SLIDE STOP G17 G SERIES ORI TM MARUI,https://tokopedia.com/bunshopz/slide-stop-g17-g-series-ori-tm-marui,1,0,1,,Nonaktif,45000,81130ae5c461919e82d6
,550810328,SLR BODY SET NYLON TM M4 / M16 SERIES AEG,https://tokopedia.com/bunshopz/slr-body-set-nylon-tm-m4-m16-series-aeg,1,0,1,,Nonaktif,725000,1e83bcf4d39a96924d2f
,1420868087,SPRING AND FOLLOWER PER MAG HICAPA HI-CAPA GUARDER TM KJW WE,https://tokopedia.com/bunshopz/spring-and-follower-per-mag-hicapa-hi-capa-guarder-tm-kjw-we,2,0,2,,Aktif,80000,8f219b7a82f27a28689e
,499294190,SPRING SET STEEL GUARDER G17 G18 G19 G34 TM KJW WE MARUI,https://tokopedia.com/bunshopz/spring-set-steel-guarder-g17-g18-g19-g34-tm-kjw-we-marui,1,0,1,,Nonaktif,150000,14c570b88ade16b5a460
,483925923,STABILIZER STABILISER OUTER BARREL OUTBAR G17 18C 19 34 TM WE KJW,https://tokopedia.com/bunshopz/stabilizer-stabiliser-outer-barrel-outbar-g17-18c-19-34-tm-we-kjw,0,0,0,,Nonaktif,155000,8c15f6489b4f275eab55
,490408068,STEEL FRONT SIGHT FIBER OPTIC JLP ACCCELERATOR TM MARUI G17 17 18 19,https://tokopedia.com/bunshopz/steel-front-sight-fiber-optic-jlp-acccelerator-tm-marui-g17-17-18-19,1,0,1,,Nonaktif,375000,9a105f440665c8d86478
,577680335,STEEL GUIDE ROD FOR HI-CAPA HICAPA 5.1 SILVER AM AIRSOFT MASTERPIECE,https://tokopedia.com/bunshopz/steel-guide-rod-for-hi-capa-hicapa-5-1-silver-am-airsoft-masterpiece,1,0,1,,Aktif,405000,d4c0ca0a5569fa892474
,572641112,STEEL PIN BODY SET SILVER GUNSMODIFY G17 G34 G19 TM KJW WE,https://tokopedia.com/bunshopz/steel-pin-body-set-silver-gunsmodify-g17-g34-g19-tm-kjw-we,1,0,1,,Aktif,225000,381faa8b2c6f6aafb29f
,671660302,STEEL REAR CHASSIS GUARDER TM G17 G 17 SERIES,https://tokopedia.com/bunshopz/steel-rear-chassis-guarder-tm-g17-g-17-series,1,0,1,,Aktif,675000,6e1e476ab34b19543d97
,729320117,TRIGGER RING BAR STAINLESS STEEL AIP,https://tokopedia.com/bunshopz/trigger-ring-bar-stainless-steel-aip,3,0,3,,Aktif,175000,cef5c8b3edd6b86b43ca
,1129712112,TRIGGER RING HICAPA TRIGGER BAR STAINLESS STEEL AIP HI-CAPA TM KJW WE,https://tokopedia.com/bunshopz/trigger-ring-hicapa-trigger-bar-stainless-steel-aip-hi-capa-tm-kjw-we,2,0,2,,Aktif,175000,2dddefc013160212a58c
,515099215,TRIGGER TACTICAL COWCOW G17 G 17 19 22 34 TM WE KJW,https://tokopedia.com/bunshopz/trigger-tactical-cowcow-g17-g-17-19-22-34-tm-we-kjw,1,0,1,,Nonaktif,475000,6eb5c72ab0eb9212eb1f
,618890369,TRIGGER TYPE 2 T2 ALUMINIUM CNC COWCOW TYPE 2 GOLD,https://tokopedia.com/bunshopz/trigger-type-2-t2-aluminium-cnc-cowcow-type-2-gold,1,0,1,,Nonaktif,255000,06edfb6361902f401997
,484435071,TRIJICON MINI RMR G VARIANT REFLEX RED DOT AEG GBB GBBR TM KJW WE,https://tokopedia.com/bunshopz/trijicon-mini-rmr-g-variant-reflex-red-dot-aeg-gbb-gbbr-tm-kjw-we,1,0,1,,Nonaktif,650000,3de36dafee9cd19a5cbf
